id,skipped,certified,fdr_significant,wf_folds,wf_median_sharpe,wf_pct_positive,val_trades,val_total_return,val_sharpe_trade_ann,val_sharpe_daily_ann,ho_trades,ho_trades_per_week,ho_total_return,ho_sharpe_trade_ann,ho_sharpe_daily_ann,ho_profit_factor,ho_max_drawdown,ho_expectancy_R,ho_time_under_water,stress_total_return,label_perm_p,random_p,block_boot_p,block_boot_lower_ci,yearly_positive,yearly_total,prop_25k_blowup,prop_25k_blowup_ci_upper,prop_50k_blowup,prop_150k_blowup,prop_25k_research_only,fail_reasons,spec
tight__touch_entry__prev_h4_open,False,False,False,3,-5.2,0.0,711,-0.2872,-2.747,-2.878,842,6.93,-0.1164,-0.514,-0.577,0.964,-0.1676,-0.0424,0.9964,-0.3129,0.784,0.798,0.764,-0.2988,1,7,0.614,0.6556,0.252,0.056,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -5.2); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.1164); profit_factor<=1.2 (got 0.964); label_permutation failed (p=0.784); random_baseline failed (p=0.798); block_bootstrap failed (p=0.764); stress_total_return<=0 (got -0.3129); yearly_consistency failed (1 of 7),"{""id"": ""tight__touch_entry__prev_h4_open"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""touch_entry""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__touch_entry__prev_h4_extreme,False,False,False,3,-4.782,0.0,711,-0.2584,-2.296,-2.428,842,6.93,-0.1066,-0.446,-0.501,0.969,-0.1524,-0.0374,0.9964,-0.3051,0.746,0.768,0.738,-0.2905,1,7,0.612,0.6537,0.264,0.06,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -4.782); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.1066); profit_factor<=1.2 (got 0.969); label_permutation failed (p=0.746); random_baseline failed (p=0.768); block_bootstrap failed (p=0.738); stress_total_return<=0 (got -0.3051); yearly_consistency failed (1 of 7),"{""id"": ""tight__touch_entry__prev_h4_extreme"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""touch_entry""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__touch_entry__h4_atr_x1.0,False,False,False,3,-5.023,0.0,711,-0.2662,-2.433,-2.515,842,6.93,-0.1167,-0.523,-0.562,0.959,-0.1552,-0.0426,0.9976,-0.3153,0.78,0.8,0.78,-0.3079,1,7,0.652,0.6924,0.332,0.076,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -5.023); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.1167); profit_factor<=1.2 (got 0.959); label_permutation failed (p=0.78); random_baseline failed (p=0.8); block_bootstrap failed (p=0.78); stress_total_return<=0 (got -0.3153); yearly_consistency failed (1 of 7),"{""id"": ""tight__touch_entry__h4_atr_x1.0"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""touch_entry""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__reaction_close__prev_h4_open,False,False,False,3,-8.587,0.0,711,-0.2626,-2.653,-2.838,842,6.93,-0.0833,-0.365,-0.406,0.989,-0.1379,-0.0318,0.9988,-0.2868,0.692,0.732,0.692,-0.264,1,7,0.574,0.6166,0.214,0.054,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -8.587); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.0833); profit_factor<=1.2 (got 0.989); label_permutation failed (p=0.692); random_baseline failed (p=0.732); block_bootstrap failed (p=0.692); stress_total_return<=0 (got -0.2868); yearly_consistency failed (1 of 7),"{""id"": ""tight__reaction_close__prev_h4_open"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""reaction_close""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__reaction_close__prev_h4_extreme,False,False,False,3,-7.145,0.0,711,-0.2327,-2.181,-2.348,842,6.93,-0.0831,-0.348,-0.386,0.989,-0.1482,-0.0304,0.9964,-0.2865,0.686,0.714,0.69,-0.2706,1,7,0.578,0.6205,0.22,0.058,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -7.145); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.0831); profit_factor<=1.2 (got 0.989); label_permutation failed (p=0.686); random_baseline failed (p=0.714); block_bootstrap failed (p=0.69); stress_total_return<=0 (got -0.2865); yearly_consistency failed (1 of 7),"{""id"": ""tight__reaction_close__prev_h4_extreme"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""reaction_close""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__reaction_close__h4_atr_x1.0,False,False,False,3,-8.146,0.0,711,-0.2512,-2.422,-2.58,842,6.93,-0.0909,-0.407,-0.442,0.987,-0.1573,-0.0343,0.9976,-0.2906,0.722,0.756,0.708,-0.2655,1,7,0.602,0.644,0.258,0.038,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -8.146); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.0909); profit_factor<=1.2 (got 0.987); label_permutation failed (p=0.722); random_baseline failed (p=0.756); block_bootstrap failed (p=0.708); stress_total_return<=0 (got -0.2906); yearly_consistency failed (1 of 7),"{""id"": ""tight__reaction_close__h4_atr_x1.0"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""reaction_close""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__fib_limit_entry_lvl0.382__prev_h4_open,False,False,False,3,0.654,0.6667,392,-0.1388,-1.841,-2.368,463,3.81,-0.0004,0.032,0.044,1.001,-0.0965,0.0038,0.9503,-0.0223,0.48,0.466,0.478,-0.1365,2,7,0.55,0.5931,0.23,0.008,True,wf_folds<4 (got 3); holdout_total_return<=0 (got -0.0004); profit_factor<=1.2 (got 1.001); label_permutation failed (p=0.48); random_baseline failed (p=0.466); block_bootstrap failed (p=0.478); stress_total_return<=0 (got -0.0223),"{""id"": ""tight__fib_limit_entry_lvl0.382__prev_h4_open"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""fib_limit_entry"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__fib_limit_entry_lvl0.382__prev_h4_extreme,False,False,False,3,2.47,0.6667,392,-0.1034,-1.181,-1.474,463,3.81,0.0112,0.103,0.142,1.017,-0.0973,0.012,0.9417,0.0003,0.434,0.434,0.424,-0.1284,3,7,0.508,0.5516,0.21,0.01,True,wf_folds<4 (got 3); profit_factor<=1.2 (got 1.017); label_permutation failed (p=0.434); random_baseline failed (p=0.434); block_bootstrap failed (p=0.424),"{""id"": ""tight__fib_limit_entry_lvl0.382__prev_h4_extreme"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""fib_limit_entry"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__fib_limit_entry_lvl0.382__h4_atr_x1.0,False,False,False,3,1.232,0.6667,392,-0.0807,-0.868,-1.082,463,3.81,0.0245,0.187,0.243,1.053,-0.0889,0.0206,0.9525,0.0203,0.406,0.396,0.354,-0.1234,2,7,0.522,0.5654,0.196,0.012,True,wf_folds<4 (got 3); profit_factor<=1.2 (got 1.053); label_permutation failed (p=0.406); random_baseline failed (p=0.396); block_bootstrap failed (p=0.354),"{""id"": ""tight__fib_limit_entry_lvl0.382__h4_atr_x1.0"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""fib_limit_entry"", ""level"": 0.382}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__fib_limit_entry_lvl0.5__prev_h4_open,False,False,False,3,0.698,0.6667,311,-0.0175,-0.236,-0.331,341,2.8,-0.0648,-0.599,-0.871,0.874,-0.0874,-0.0804,0.9648,-0.105,0.802,0.826,0.838,-0.1724,3,7,0.476,0.5198,0.252,0.004,True,wf_folds<4 (got 3); holdout_total_return<=0 (got -0.0648); profit_factor<=1.2 (got 0.874); label_permutation failed (p=0.802); random_baseline failed (p=0.826); block_bootstrap failed (p=0.838); stress_total_return<=0 (got -0.105),"{""id"": ""tight__fib_limit_entry_lvl0.5__prev_h4_open"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""fib_limit_entry"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__fib_limit_entry_lvl0.5__prev_h4_extreme,False,False,False,3,1.58,0.6667,311,0.02,0.266,0.367,341,2.8,-0.0472,-0.379,-0.528,0.914,-0.07,-0.0486,0.9707,-0.0947,0.71,0.716,0.706,-0.178,2,7,0.476,0.5198,0.364,0.008,True,wf_folds<4 (got 3); holdout_total_return<=0 (got -0.0472); profit_factor<=1.2 (got 0.914); label_permutation failed (p=0.71); random_baseline failed (p=0.716); block_bootstrap failed (p=0.706); stress_total_return<=0 (got -0.0947),"{""id"": ""tight__fib_limit_entry_lvl0.5__prev_h4_extreme"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""fib_limit_entry"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__fib_limit_entry_lvl0.5__h4_atr_x1.0,False,False,False,3,2.136,0.6667,311,0.031,0.369,0.505,341,2.8,-0.0575,-0.449,-0.615,0.912,-0.0826,-0.0529,0.9824,-0.0972,0.732,0.756,0.74,-0.1861,4,7,0.574,0.6166,0.368,0.016,True,wf_folds<4 (got 3); holdout_total_return<=0 (got -0.0575); profit_factor<=1.2 (got 0.912); label_permutation failed (p=0.732); random_baseline failed (p=0.756); block_bootstrap failed (p=0.74); stress_total_return<=0 (got -0.0972),"{""id"": ""tight__fib_limit_entry_lvl0.5__h4_atr_x1.0"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""fib_limit_entry"", ""level"": 0.5}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__fib_limit_entry_lvl0.618__prev_h4_open,False,False,False,3,6.698,0.6667,225,-0.001,-0.005,-0.008,247,2.03,0.0202,0.282,0.458,1.048,-0.0302,0.0472,0.9069,0.008,0.352,0.352,0.268,-0.0497,4,7,0.288,0.3292,0.006,0.0,True,wf_folds<4 (got 3); profit_factor<=1.2 (got 1.048); label_permutation failed (p=0.352); random_baseline failed (p=0.352); block_bootstrap failed (p=0.268),"{""id"": ""tight__fib_limit_entry_lvl0.618__prev_h4_open"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""fib_limit_entry"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__fib_limit_entry_lvl0.618__prev_h4_extreme,False,False,False,3,6.684,0.6667,225,0.0305,0.458,0.693,247,2.03,0.0477,0.554,0.903,1.122,-0.0306,0.0812,0.8462,0.0309,0.216,0.22,0.12,-0.0359,4,7,0.488,0.5317,0.006,0.0,True,wf_folds<4 (got 3); profit_factor<=1.2 (got 1.122); label_permutation failed (p=0.216); random_baseline failed (p=0.22); block_bootstrap failed (p=0.12),"{""id"": ""tight__fib_limit_entry_lvl0.618__prev_h4_extreme"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""fib_limit_entry"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__fib_limit_entry_lvl0.618__h4_atr_x1.0,False,False,False,3,6.555,0.6667,225,0.0362,0.489,0.744,247,2.03,0.0334,0.345,0.558,1.074,-0.0347,0.0435,0.9069,0.0127,0.314,0.32,0.226,-0.0656,3,7,0.528,0.5714,0.242,0.002,True,wf_folds<4 (got 3); profit_factor<=1.2 (got 1.074); label_permutation failed (p=0.314); random_baseline failed (p=0.32); block_bootstrap failed (p=0.226),"{""id"": ""tight__fib_limit_entry_lvl0.618__h4_atr_x1.0"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""fib_limit_entry"", ""level"": 0.618}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__delayed_entry_1__prev_h4_open,False,False,False,3,-4.22,0.0,711,-0.3138,-3.194,-3.398,842,6.93,-0.0694,-0.29,-0.313,1.006,-0.1516,-0.0247,0.9964,-0.2759,0.666,0.682,0.652,-0.2554,1,7,0.606,0.6479,0.224,0.046,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -4.22); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.0694); profit_factor<=1.2 (got 1.006); label_permutation failed (p=0.666); random_baseline failed (p=0.682); block_bootstrap failed (p=0.652); stress_total_return<=0 (got -0.2759); yearly_consistency failed (1 of 7),"{""id"": ""tight__delayed_entry_1__prev_h4_open"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""delayed_entry_1""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__delayed_entry_1__prev_h4_extreme,False,False,False,3,-3.442,0.0,711,-0.286,-2.703,-2.89,842,6.93,-0.0626,-0.245,-0.264,1.01,-0.1488,-0.0211,0.9964,-0.2704,0.642,0.66,0.63,-0.2577,1,7,0.584,0.6264,0.224,0.06,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -3.442); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.0626); profit_factor<=1.2 (got 1.01); label_permutation failed (p=0.642); random_baseline failed (p=0.66); block_bootstrap failed (p=0.63); stress_total_return<=0 (got -0.2704); yearly_consistency failed (1 of 7),"{""id"": ""tight__delayed_entry_1__prev_h4_extreme"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""delayed_entry_1""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__delayed_entry_1__h4_atr_x1.0,False,False,False,3,-4.002,0.0,711,-0.2691,-2.564,-2.681,842,6.93,-0.0645,-0.267,-0.283,1.022,-0.1669,-0.0222,0.9988,-0.2675,0.65,0.664,0.648,-0.2568,1,7,0.602,0.644,0.256,0.034,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -4.002); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.0645); profit_factor<=1.2 (got 1.022); label_permutation failed (p=0.65); random_baseline failed (p=0.664); block_bootstrap failed (p=0.648); stress_total_return<=0 (got -0.2675); yearly_consistency failed (1 of 7),"{""id"": ""tight__delayed_entry_1__h4_atr_x1.0"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""delayed_entry_1""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__delayed_entry_2__prev_h4_open,False,False,False,3,-7.78,0.0,711,-0.2691,-2.796,-3.029,842,6.93,-0.0652,-0.284,-0.314,1.009,-0.1527,-0.025,0.9976,-0.2723,0.664,0.674,0.662,-0.2449,1,7,0.56,0.6029,0.2,0.032,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -7.78); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.0652); profit_factor<=1.2 (got 1.009); label_permutation failed (p=0.664); random_baseline failed (p=0.674); block_bootstrap failed (p=0.662); stress_total_return<=0 (got -0.2723); yearly_consistency failed (1 of 7),"{""id"": ""tight__delayed_entry_2__prev_h4_open"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""delayed_entry_2""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__delayed_entry_2__prev_h4_extreme,False,False,False,3,-6.37,0.0,711,-0.2395,-2.292,-2.491,842,6.93,-0.0583,-0.236,-0.26,1.013,-0.1576,-0.0208,0.9964,-0.2668,0.64,0.65,0.63,-0.2408,2,7,0.584,0.6264,0.206,0.036,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -6.37); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.0583); profit_factor<=1.2 (got 1.013); label_permutation failed (p=0.64); random_baseline failed (p=0.65); block_bootstrap failed (p=0.63); stress_total_return<=0 (got -0.2668),"{""id"": ""tight__delayed_entry_2__prev_h4_extreme"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""delayed_entry_2""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__delayed_entry_2__h4_atr_x1.0,False,False,False,3,-7.065,0.0,711,-0.2291,-2.191,-2.32,842,6.93,-0.0698,-0.304,-0.328,1.01,-0.165,-0.0262,0.9988,-0.2665,0.678,0.692,0.68,-0.2551,1,7,0.562,0.6049,0.242,0.032,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -7.065); wf_pct_positive_folds<0.5 (got 0.0); holdout_total_return<=0 (got -0.0698); profit_factor<=1.2 (got 1.01); label_permutation failed (p=0.678); random_baseline failed (p=0.692); block_bootstrap failed (p=0.68); stress_total_return<=0 (got -0.2665); yearly_consistency failed (1 of 7),"{""id"": ""tight__delayed_entry_2__h4_atr_x1.0"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""delayed_entry_2""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__zone_midpoint_limit__prev_h4_open,False,False,False,3,-1.723,0.0,285,0.0147,0.238,0.326,318,2.62,0.0294,0.304,0.463,1.084,-0.0483,0.0448,0.9245,0.0092,0.336,0.292,0.244,-0.0706,3,7,0.366,0.4091,0.042,0.0,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -1.723); wf_pct_positive_folds<0.5 (got 0.0); profit_factor<=1.2 (got 1.084); label_permutation failed (p=0.336); random_baseline failed (p=0.292); block_bootstrap failed (p=0.244),"{""id"": ""tight__zone_midpoint_limit__prev_h4_open"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""zone_midpoint_limit""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
tight__zone_midpoint_limit__prev_h4_extreme,False,False,False,3,-1.47,0.0,285,0.0261,0.372,0.501,318,2.62,0.0358,0.332,0.507,1.089,-0.0604,0.0456,0.8899,0.0309,0.306,0.288,0.236,-0.0829,2,7,0.442,0.4858,0.228,0.004,True,wf_folds<4 (got 3); wf_median_sharpe<=0.0 (got -1.47); wf_pct_positive_folds<0.5 (got 0.0); profit_factor<=1.2 (got 1.089); label_permutation failed (p=0.306); random_baseline failed (p=0.288); block_bootstrap failed (p=0.236),"{""id"": ""tight__zone_midpoint_limit__prev_h4_extreme"", ""bias_timeframe"": ""H4"", ""setup_timeframe"": ""H4"", ""entry_timeframe"": ""M15"", ""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""zone_midpoint_limit""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""risk"": {""per_trade_pct"": 0.5}, ""cost_bps"": 1.5, ""seed"": null}"
