id,spec,wf_folds,wf_median_sharpe,wf_pct_positive_folds,wf_avg_total_return,wf_worst_fold_dd,ho_trades,ho_trades_per_week,ho_win_rate,ho_total_return,ho_sharpe_ann,ho_max_drawdown,ho_diag_signal_zero,ho_diag_no_retrace,ho_diag_no_confirm,ho_diag_no_subbars,ho_diag_missing_prev_levels,certified
body0.5_ses8-12-16_reg50wit_m15_open_h4_atrx1.0_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3333,0.0013,-0.0729,20,2.26,0.75,-0.0118,-2.893,-0.0265,241,0,0,0,0,False
ses12-16_reg50wit_streak2_m15_confirm,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0048,-0.047,27,3.05,0.4815,-0.0119,-1.265,-0.0595,234,0,0,0,0,False
body0.5_ses12-16_reg50wit_fib0.382_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.2963,0.0014,-0.0507,11,1.24,0.5455,-0.0121,-3.485,-0.0414,247,3,0,0,0,False
body0.5_ses12-16_reg50wit_fib0.786_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.786}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.2963,0.0014,-0.0507,5,0.56,0.2,-0.0122,-18.972,-0.0155,247,9,0,0,0,False
body0.5_ses12-16_reg50wit_fib0.786_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.786}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.2963,0.0014,-0.0507,5,0.56,0.2,-0.0122,-18.972,-0.0155,247,9,0,0,0,False
ses8-12-16_reg50wit_m15_atr_stop,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_atr_stop""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.0066,-0.085,67,7.56,0.2239,-0.0123,-1.139,-0.0462,194,0,0,0,0,False
body0.5_ses12-16_m15_confirm_h4_atrx1.0,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3333,-0.0,-0.1083,24,2.71,0.4583,-0.0123,-1.745,-0.0517,237,0,0,0,0,False
body0.5_ses12-16_reg50wit_streak2_m15_confirm_h4_atrx1.0,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.0016,-0.0359,8,0.9,0.375,-0.0124,-4.631,-0.0302,253,0,0,0,0,False
body0.5_ses12-16_clstrend-rotation_fib0.618_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3333,0.0021,-0.0822,9,1.02,0.2222,-0.0124,-20.671,-0.0142,246,6,0,0,0,False
body0.5_ses8-12-16_clstrend-rotation_fib0.618_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.0027,-0.09,12,1.35,0.3333,-0.0124,-13.811,-0.0144,237,12,0,0,0,False
ses12-16_clstrend_fib0.618_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4815,0.0047,-0.0816,11,1.24,0.0909,-0.0125,-9.454,-0.0211,244,6,0,0,0,False
body0.5_ses8-12-16_clstrend-rotation_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.0027,-0.09,19,2.14,0.2632,-0.0125,-4.399,-0.0277,237,5,0,0,0,False
ses8-12-16_streak2_m15_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.0056,-0.106,64,7.22,0.4844,-0.0129,-0.422,-0.0681,197,0,0,0,0,False
ses12-16_fib0.618_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3333,-0.0005,-0.1435,55,6.21,0.3455,-0.0129,-1.37,-0.0646,175,31,0,0,0,False
body0.5_ses8-12-16_reg50wit_clstrend_fib0.5_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0035,-0.0384,4,0.45,0.25,-0.013,-55.227,-0.0131,250,7,0,0,0,False
body0.5_ses8-12-16_reg50wit_clstrend_fib0.5_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0035,-0.0384,4,0.45,0.25,-0.013,-55.227,-0.0131,250,7,0,0,0,False
ses12-16_reg50wit_clstrend_fib0.618_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4815,0.0034,-0.0354,5,0.56,0.0,-0.0131,-70.821,-0.0131,252,4,0,0,0,False
ses12-16_reg50wit_clstrend_fib0.618_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4815,0.0034,-0.0354,5,0.56,0.0,-0.0131,-70.821,-0.0131,252,4,0,0,0,False
body0.5_ses12-16_reg50wit_clstrend_fib0.5_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0029,-0.0345,3,0.34,0.0,-0.0131,-279.497,-0.0093,254,4,0,0,0,False
body0.5_ses12-16_reg50wit_clstrend_fib0.5_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0029,-0.0345,3,0.34,0.0,-0.0131,-279.497,-0.0093,254,4,0,0,0,False
ses12-16_reg50wit_clstrend_fib0.5_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4815,0.0034,-0.0354,5,0.56,0.0,-0.0133,-294.194,-0.0112,252,4,0,0,0,False
ses12-16_reg50wit_clstrend_fib0.5_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4815,0.0034,-0.0354,5,0.56,0.0,-0.0133,-294.194,-0.0112,252,4,0,0,0,False
ses12-16_streak2_m15_confirm_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3333,0.0016,-0.1026,43,4.85,0.5581,-0.0134,-1.195,-0.0673,218,0,0,0,0,False
body0.5_ses8-12-16_streak2_m15_confirm_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0051,-0.0573,19,2.14,0.3158,-0.0135,-3.808,-0.0414,242,0,0,0,0,False
body0.5_ses8-12-16_streak2_m15_confirm_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0051,-0.0573,19,2.14,0.3158,-0.0135,-3.818,-0.0415,242,0,0,0,0,False
body0.5_ses8-12-16_clstrend_fib0.618_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3704,0.0029,-0.095,11,1.24,0.1818,-0.0135,-24.794,-0.0128,238,12,0,0,0,False
body0.5_ses8-12-16_fib0.618_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3704,0.0035,-0.1066,18,2.03,0.3889,-0.0136,-4.553,-0.0284,223,20,0,0,0,False
ses12-16_reg50wit_streak2_m15_confirm_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0048,-0.047,27,3.05,0.2963,-0.0138,-2.618,-0.0272,234,0,0,0,0,False
body0.5_ses8-12-16_reg50wit_clstrend-rotation_fib0.5_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.003,-0.0469,5,0.56,0.2,-0.014,-49.867,-0.0142,249,7,0,0,0,False
body0.5_ses8-12-16_reg50wit_clstrend-rotation_fib0.5_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.003,-0.0469,5,0.56,0.2,-0.014,-49.867,-0.0142,249,7,0,0,0,False
body0.5_ses12-16_m15_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3333,-0.0001,-0.1055,24,2.71,0.5833,-0.0141,-1.432,-0.0627,237,0,0,0,0,False
body0.5_ses12-16_reg50wit_clstrend-rotation_fib0.5_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.0017,-0.0451,4,0.45,0.0,-0.0142,-81.678,-0.0103,253,4,0,0,0,False
body0.5_ses12-16_reg50wit_clstrend-rotation_fib0.5_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.0017,-0.0451,4,0.45,0.0,-0.0142,-81.678,-0.0103,253,4,0,0,0,False
body0.5_ses8-12-16_reg50wit_streak2_m15_open_h4_atrx1.0_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0035,-0.0591,11,1.24,0.7273,-0.0143,-4.95,-0.0265,250,0,0,0,0,False
body0.5_ses12-16_clstrend_fib0.618_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.0034,-0.0911,8,0.9,0.125,-0.0143,-49.787,-0.0122,247,6,0,0,0,False
ses12-16_reg50wit_clstrend-rotation_fib0.5_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3333,0.0031,-0.0655,14,1.58,0.2143,-0.0144,-15.931,-0.014,241,6,0,0,0,False
ses12-16_reg50wit_clstrend-rotation_fib0.5_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.3333,0.0031,-0.0655,14,1.58,0.2143,-0.0146,-16.459,-0.0142,241,6,0,0,0,False
ses8-12-16_reg50wit_clstrend_fib0.5_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0043,-0.0393,6,0.68,0.0,-0.0152,-232.995,-0.0133,245,10,0,0,0,False
ses8-12-16_reg50wit_clstrend_fib0.5_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0043,-0.0393,6,0.68,0.0,-0.0152,-232.995,-0.0133,245,10,0,0,0,False
ses8-12-16_reg50wit_clstrend-rotation_fib0.618_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4444,0.0051,-0.0654,17,1.92,0.2941,-0.0152,-11.222,-0.0214,231,13,0,0,0,False
ses12-16_clstrend_fib0.382_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [12, 16]}, {""type"": ""candle_class"", ""classes"": [""trend""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4815,0.0047,-0.0816,15,1.69,0.2667,-0.0155,-6.218,-0.0264,244,2,0,0,0,False
ses8-12-16_clstrend-rotation_fib0.618_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""session"", ""hours_utc"": [8, 12, 16]}, {""type"": ""candle_class"", ""classes"": [""trend"", ""rotation""]}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.0,0.4074,0.0035,-0.1132,38,4.29,0.4737,-0.0155,-5.495,-0.0168,202,21,0,0,0,False
