candidate_id,family,symbol,session,setup_timeframe,entry_timeframe,entry_model,stop_model,exit_model,trades,trades_per_week,win_rate,avg_ret_bp,expectancy_R,profit_factor,total_return,max_drawdown,validation_return,holdout_return,stress_return,wf_folds,wf_median_return,wf_median_sharpe,wf_pct_positive,label_perm_p,random_baseline_p,block_bootstrap_p,best_account,account_verification,best_risk_model,best_daily_rules,pass_probability,blowup_probability,blowup_probability_upper_ci,pass_to_blowup_ratio,median_days_to_pass,payout_survival_probability,daily_loss_breach_probability,trailing_drawdown_breach_probability,average_attempts_to_first_pass,prop_passing_score,certification_level,fail_reasons,unavailable_data_rejected,fdr_significant,notes,candidate_json
previous_h4_range_retracement__fib0.382__prev_h4_open__rules_dp500_dl300,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,463,3.83,0.4752,0.11,0.0038,1.001,-0.0004,-0.0965,-0.1388,-0.0004,-0.0223,3,0.0016,0.654,0.6667,0.48,0.466,0.478,topstep_50k,verified,fixed_contracts_1,dp500_dl300,,,1.0,,,,,,,-8.539,research_only,fail_holdout; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.382,"{""id"":""previous_h4_range_retracement__fib0.382__prev_h4_open__rules_dp500_dl300"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.382},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""dp500_dl300"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":500.0,""daily_loss_stop_dollar"":300.0,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.382"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.382__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_holdout"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.382__prev_h4_open__rules_ny_only_max2,previous_h4_range_retracement,XAUUSD,ny,H4,M15,fib_limit_entry,prev_h4_open,h4_close,463,3.83,0.4752,0.11,0.0038,1.001,-0.0004,-0.0965,-0.1388,-0.0004,-0.0223,3,0.0016,0.654,0.6667,0.48,0.466,0.478,topstep_50k,verified,fixed_contracts_1,ny_only_max2,,,1.0,,,,,,,-8.539,research_only,fail_holdout; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.382,"{""id"":""previous_h4_range_retracement__fib0.382__prev_h4_open__rules_ny_only_max2"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.382},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""ny_only_max2"",""max_trades_per_day"":2,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":""ny"",""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.382"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.382__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_holdout"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.382__prev_h4_open__rules_london_only_max2,previous_h4_range_retracement,XAUUSD,london,H4,M15,fib_limit_entry,prev_h4_open,h4_close,463,3.83,0.4752,0.11,0.0038,1.001,-0.0004,-0.0965,-0.1388,-0.0004,-0.0223,3,0.0016,0.654,0.6667,0.48,0.466,0.478,topstep_50k,verified,fixed_contracts_1,london_only_max2,,,1.0,,,,,,,-8.539,research_only,fail_holdout; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.382,"{""id"":""previous_h4_range_retracement__fib0.382__prev_h4_open__rules_london_only_max2"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.382},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""london_only_max2"",""max_trades_per_day"":2,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":""london"",""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.382"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.382__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_holdout"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.382__prev_h4_open__rules_cd60,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,463,3.83,0.4752,0.11,0.0038,1.001,-0.0004,-0.0965,-0.1388,-0.0004,-0.0223,3,0.0016,0.654,0.6667,0.48,0.466,0.478,topstep_50k,verified,fixed_contracts_1,cd60,,,1.0,,,,,,,-8.539,research_only,fail_holdout; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.382,"{""id"":""previous_h4_range_retracement__fib0.382__prev_h4_open__rules_cd60"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.382},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""cd60"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":60},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.382"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.382__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_holdout"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.382__prev_h4_open__rules_cd120,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,463,3.83,0.4752,0.11,0.0038,1.001,-0.0004,-0.0965,-0.1388,-0.0004,-0.0223,3,0.0016,0.654,0.6667,0.48,0.466,0.478,topstep_50k,verified,fixed_contracts_1,cd120,,,1.0,,,,,,,-8.539,research_only,fail_holdout; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.382,"{""id"":""previous_h4_range_retracement__fib0.382__prev_h4_open__rules_cd120"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.382},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""cd120"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":120},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.382"",""provenance"":{""lab"":""daily_rule_lab"",""base_rules"":""none"",""tier_2_lab"":""daily"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.382__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_holdout"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.382__prev_h4_open__entry_fib0.382,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,463,3.83,0.4752,0.11,0.0038,1.001,-0.0004,-0.0965,-0.1388,-0.0004,-0.0223,3,0.0016,0.654,0.6667,0.48,0.466,0.478,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,-8.539,research_only,fail_holdout; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.382,"{""id"":""previous_h4_range_retracement__fib0.382__prev_h4_open__entry_fib0.382"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.382},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.382"",""provenance"":{""lab"":""entry_model_lab"",""base_entry_type"":""fib_limit_entry"",""tier_2_lab"":""entry"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.382__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_holdout"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__entry_fib0.5,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,341,2.82,0.4164,-1.89,-0.0804,0.874,-0.0648,-0.0874,-0.0175,-0.0648,-0.105,3,0.0027,0.698,0.6667,0.802,0.826,0.838,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,-8.74,research_only,fail_holdout; fail_profit_factor; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__entry_fib0.5"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.5},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""entry_model_lab"",""base_entry_type"":""fib_limit_entry"",""tier_2_lab"":""entry"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_holdout"",""fail_profit_factor"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.382__prev_h4_open__entry_fib0.5,previous_h4_range_retracement,XAUUSD,,H4,M15,fib_limit_entry,prev_h4_open,h4_close,341,2.82,0.4164,-1.89,-0.0804,0.874,-0.0648,-0.0874,-0.0175,-0.0648,-0.105,3,0.0027,0.698,0.6667,0.802,0.826,0.838,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,-8.74,research_only,fail_holdout; fail_profit_factor; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.382,"{""id"":""previous_h4_range_retracement__fib0.382__prev_h4_open__entry_fib0.5"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.5},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.382"",""provenance"":{""lab"":""entry_model_lab"",""base_entry_type"":""fib_limit_entry"",""tier_2_lab"":""entry"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.382__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_holdout"",""fail_profit_factor"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
opening_range_failed_breakout__london_open__prev_h4_extreme,opening_range_failed_breakout,XAUUSD,london,H4,M15,reaction_close,prev_h4_extreme,h4_close,140,1.16,0.3643,-3.2,-0.138,0.979,-0.045,-0.0975,-0.0091,-0.045,-0.0832,3,-0.0144,-19.251,0.0,0.806,0.806,0.862,topstep_50k,verified,fixed_contracts_1,none,0.19,0.182,0.2182,1.044,,,,,,-9.47,research_only,fail_walk_forward; fail_holdout; fail_profit_factor; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress; fail_low_pass_probability,,False,failed opening-range breakout reversal,"{""id"":""opening_range_failed_breakout__london_open__prev_h4_extreme"",""family"":""opening_range_failed_breakout"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""failed_continuation""},""filters"":[{""type"":""session"",""hours_utc"":[7,8]},{""type"":""pdh_pdl"",""mode"":""inside""}],""entry"":{""type"":""reaction_close""},""stop"":{""type"":""prev_h4_extreme""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""failed opening-range breakout reversal"",""provenance"":{},""certification_level"":""research_only"",""failure_reasons"":[""fail_walk_forward"",""fail_holdout"",""fail_profit_factor"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress"",""fail_low_pass_probability""],""rejection_detail"":{}}"
session_sweep_reclaim__london__prev_h4_extreme__entry_fib0.382,session_sweep_reclaim,XAUUSD,london,H4,M15,fib_limit_entry,prev_h4_extreme,h4_close,116,0.96,0.319,-8.61,-0.3803,0.468,-0.0954,-0.1064,-0.0166,-0.0954,-0.0986,3,-0.013,-24.272,0.3333,0.998,1.0,1.0,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,-10.64,research_only,fail_walk_forward; fail_holdout; fail_profit_factor; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,sweep & reclaim of prior session extreme; fade,"{""id"":""session_sweep_reclaim__london__prev_h4_extreme__entry_fib0.382"",""family"":""session_sweep_reclaim"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""sweep_rejection""},""filters"":[{""type"":""session"",""hours_utc"":[7,8,9,10,11]},{""type"":""regime"",""ma_n"":50,""side"":""against""}],""entry"":{""type"":""fib_limit_entry"",""level"":0.382},""stop"":{""type"":""prev_h4_extreme""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""sweep & reclaim of prior session extreme; fade"",""provenance"":{""lab"":""entry_model_lab"",""base_entry_type"":""reaction_close"",""tier_2_lab"":""entry"",""tier_2_parent_id"":""session_sweep_reclaim__london__prev_h4_extreme""},""certification_level"":""research_only"",""failure_reasons"":[""fail_walk_forward"",""fail_holdout"",""fail_profit_factor"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.618__prev_h4_open__entry_reaction_close,previous_h4_range_retracement,XAUUSD,,H4,M15,reaction_close,prev_h4_open,h4_close,842,6.96,0.4477,-0.92,-0.0318,0.989,-0.0833,-0.1379,-0.2626,-0.0833,-0.2868,3,-0.0479,-8.587,0.0,0.692,0.732,0.692,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,-13.79,research_only,fail_walk_forward; fail_holdout; fail_profit_factor; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.618,"{""id"":""previous_h4_range_retracement__fib0.618__prev_h4_open__entry_reaction_close"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""reaction_close""},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.618"",""provenance"":{""lab"":""entry_model_lab"",""base_entry_type"":""fib_limit_entry"",""tier_2_lab"":""entry"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.618__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_walk_forward"",""fail_holdout"",""fail_profit_factor"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
previous_h4_range_retracement__fib0.382__prev_h4_open__entry_reaction_close,previous_h4_range_retracement,XAUUSD,,H4,M15,reaction_close,prev_h4_open,h4_close,842,6.96,0.4477,-0.92,-0.0318,0.989,-0.0833,-0.1379,-0.2626,-0.0833,-0.2868,3,-0.0479,-8.587,0.0,0.692,0.732,0.692,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,-13.79,research_only,fail_walk_forward; fail_holdout; fail_profit_factor; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,prior H4 retrace continuation at fib 0.382,"{""id"":""previous_h4_range_retracement__fib0.382__prev_h4_open__entry_reaction_close"",""family"":""previous_h4_range_retracement"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""prev_color""},""filters"":[{""type"":""body_atr"",""min"":0.5,""atr_n"":14},{""type"":""regime"",""ma_n"":50,""side"":""with""}],""entry"":{""type"":""reaction_close""},""stop"":{""type"":""prev_h4_open""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""prior H4 retrace continuation at fib 0.382"",""provenance"":{""lab"":""entry_model_lab"",""base_entry_type"":""fib_limit_entry"",""tier_2_lab"":""entry"",""tier_2_parent_id"":""previous_h4_range_retracement__fib0.382__prev_h4_open""},""certification_level"":""research_only"",""failure_reasons"":[""fail_walk_forward"",""fail_holdout"",""fail_profit_factor"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
opening_range_failed_breakout__ny_open__prev_h4_extreme,opening_range_failed_breakout,XAUUSD,ny,H4,M15,reaction_close,prev_h4_extreme,h4_close,134,1.11,0.2985,-10.13,-0.2678,0.738,-0.1303,-0.1381,0.0467,-0.1303,-0.1636,3,-0.0065,-3.924,0.3333,0.932,0.926,0.992,topstep_50k,verified,fixed_contracts_1,none,,,1.0,,,,,,,-13.81,research_only,fail_walk_forward; fail_holdout; fail_profit_factor; fail_label_permutation; fail_random_baseline; fail_block_bootstrap; fail_spread_stress,,False,failed opening-range breakout reversal,"{""id"":""opening_range_failed_breakout__ny_open__prev_h4_extreme"",""family"":""opening_range_failed_breakout"",""symbol"":""XAUUSD"",""bias_timeframe"":""H4"",""setup_timeframe"":""H4"",""entry_timeframe"":""M15"",""signal"":{""type"":""failed_continuation""},""filters"":[{""type"":""session"",""hours_utc"":[12,13]},{""type"":""pdh_pdl"",""mode"":""inside""}],""entry"":{""type"":""reaction_close""},""stop"":{""type"":""prev_h4_extreme""},""exit"":{""type"":""h4_close""},""risk"":{""name"":""fixed_contracts_1"",""contracts_base"":1,""contracts_max"":5,""dollar_risk_per_trade"":null,""pct_dd_buffer"":null,""reduce_after_loss"":false,""scale_after_high"":false},""daily_rules"":{""name"":""none"",""max_trades_per_day"":null,""stop_after_n_wins"":null,""stop_after_n_losses"":null,""daily_profit_stop_dollar"":null,""daily_loss_stop_dollar"":null,""session_only"":null,""cooldown_minutes_after_loss"":null},""account"":{""name"":""topstep_50k"",""instrument"":""MGC"",""notes"":""""},""cost_model"":""spread"",""cost_bps"":1.5,""seed"":null,""notes"":""failed opening-range breakout reversal"",""provenance"":{},""certification_level"":""research_only"",""failure_reasons"":[""fail_walk_forward"",""fail_holdout"",""fail_profit_factor"",""fail_label_permutation"",""fail_random_baseline"",""fail_block_bootstrap"",""fail_spread_stress""],""rejection_detail"":{}}"
