time,open,high,low,close,volume,spread
2026-02-17 12:00:00+00:00,4925.82,4939.23,4923.67,4936.16,2322.0,46.0
2026-02-17 12:15:00+00:00,4936.26,4937.61,4928.09,4928.1,1837.0,46.0
2026-02-17 12:30:00+00:00,4928.02,4928.14,4919.59,4921.67,2420.0,45.0
2026-02-17 12:45:00+00:00,4921.64,4922.71,4907.61,4913.04,2940.0,45.0
2026-02-17 13:00:00+00:00,4913.05,4926.61,4913.05,4926.03,2445.0,46.0
2026-02-17 13:15:00+00:00,4926.02,4930.87,4924.54,4927.7,2236.0,46.0
2026-02-17 13:30:00+00:00,4927.75,4929.99,4922.17,4927.75,1665.0,46.0
2026-02-17 13:45:00+00:00,4927.86,4930.74,4921.35,4929.27,2215.0,45.0
2026-02-17 14:00:00+00:00,4928.95,4938.59,4928.2,4933.61,3035.0,45.0
2026-02-17 14:15:00+00:00,4933.6,4944.21,4933.6,4942.77,2521.0,46.0
2026-02-17 14:30:00+00:00,4942.76,4943.89,4933.26,4937.24,2157.0,46.0
2026-02-17 14:45:00+00:00,4937.28,4937.56,4928.8,4932.01,2194.0,45.0
2026-02-17 15:00:00+00:00,4932.03,4933.19,4918.37,4921.93,3766.0,45.0
2026-02-17 15:15:00+00:00,4922.04,4922.86,4910.89,4919.65,4303.0,45.0
2026-02-17 15:30:00+00:00,4919.56,4922.37,4907.72,4921.56,4696.0,45.0
2026-02-17 15:45:00+00:00,4921.54,4924.29,4870.0,4870.68,6088.0,45.0
2026-02-17 16:00:00+00:00,4870.54,4899.6,4841.63,4896.3,7576.0,45.0
